id,sent0,label
3306, Daily vann oru pathu thavana engilum repeat adich kaanunnath njn maathramaanoo..,1
3307, Polichu ..thakarthu.  More 20 time watch..kattaa waiting,1
3308, Peter heina kond vannu mohanlal cheythathu pole cheyyan nilkkanda mammokka. fight ath muruganu paranjittullatha.,3
3309, Thugs off hindusthaninte visualsum  kunjalimarakarinte audio um ....kollaaam....,4
3310, entta ponno vara level  katta waiting,1
3311, Ippoyum vnit aarakilum trailer nokr undoo mammuka ishtam love you,3
3312, Katta waitingggggg Laletta n' Raju,1
3313, ee school gang war okke prolsahippikano ?,3
3314, Theriyule raja sollthu mattum thaa seivathu mattum thaa solluva,0
3315, Malayala cinema odiyanu munnil adiyaravu cheyyunna divasathin vendiyulla kaathiripp,1
3316, namada channel suscribe cheyyooo ikkate valya aradhakan aneee,3
3317, 16 nilayil pottum.. serial pole undu trailer.. valla kizhangum parilkkaan poda kovala ...,2
3318, X mass winner thrissur pooram anennurapullavar like adikku....,3
3319, Ethh avvo enn avvo padam eraguma kanna,3
3320, Rajayum pillerum stronga fourble strong waiting madhuraraja,1
3321, Mammokkaye snehikunnavar Ivide like addi,3
3322, 24 hours kond 4 million cross cheyyum enn urappullavar like adikk,3
3323, LALETTAN  UYIR  BAKKI ELLAM VERUM  MAYIR    LALETTAN,2
3324, Ee movie pottiyal njan pine Malayalam movie kanoolaa...,3
3325, Etttaaaaaaaaaaa🤗🤗🤗🤗🤗🤗... U R the real ahangaram 4 ouR mollywooood,1
3326, simham Thane romanjm nte ambho ndh manushyana ith,1
3327, I love you Etta Etta fans like addi umma umma,1
3328, raja v/s lusifer -ഇക്ക  v/s ഏട്ടൻ ith pwolikkum,3
3329, Ethra kandalum oru madukunilla ee trailer,1
3330, Anna Pwoli   Ufff Maranom Mass Maranom,1
3331, lucifer trailer kanditt ivida vannavar aarokke,3
3332, Tamilnadu Megastar fans like ah podungah,0
3333, Tamil jayamravi fans support.. mammmootty ilike,0
3334, Ellarum orugi irunno....... Raja returns.... Teaser vannappol youtube cheria parukkukalode rekshapettu . ... Ennal innu chavum..... Waitingg......,1
3335, Lucifer num katta support  Eni Madura raja kkum katta support  Thalapathy lovers Kerala,1
3336, Maduraja teser irangitt 11 hours aayi.1.2m viewers  Lusifer teser irangitt 8 hours 1.9m viewers aayi,3
3337, Trailer waiting katta waiting like adi......... Mammookka fans hit like,3
3338, Malayalam cinemmyude talavara mattan povunnaaa item,1
3339, Trailer katta waiting  Ikka fans like here,0
3340, 56K like and 5.1K dislike but view 16K.Youtube sucks,0
3341, Happy b day dear mamookkaa,0
3342, 1.49 bgm started... Bgm nu vendi wait chythu irikkunavar like adikk,3
3343, Kandappol aaa kalagattathil ethiya pole oru feel,1
3344, Etta padam kandu oru rakshayillatta another 100cr loading,1
3345, Pulimurugan endhooo evideyo feel cheyunna poley,4
3346, oru rkshem illa makkale manikyam aayitulla angathin orungikko,1
3347, Ejjati item ##Derick ikka katta waitingz ##Bgm 100%##,1
3348, Aah last superman punch undallo... gives a goosebumpz.. ith  powlikku.,1
3349, Ingere guhanennokke vilikkunnavarodu onne parayaanullo ingerude ee agil ningal onnukil bedil kaalaneyum kaathu allenkil photo aayi chuvaril,2
3350, 16k dislike adicha ma.. Mahaanmaarude shirasu pilarnnu andharikane.. Bagavaane,2
3351, Mammookka  enna  oru  etha,1
3352, Njan lalettanu katta fan aan..Pakshe idhile mamukkane Kanan vendi ee trailer etre pravisyam kandunu enik ariyila..Kidu...,1
3353, Pisharody vidunna lakshanam unnumillaallo... anyway good luck,4
3354, Pearu nooki aaneallom ippol commentum idunna ...Ella idathu matham aakiyo?,3
3355, Prthwiraj  and ikka fans like here,3
3356, Maranamass trailer  Ettan powlichu Supper kidukki  Love you laletta,1
3357, Mere naam ka kachra karo sab mil k,0
3358, Edhe adha padam edhe oru hendhi movie alla,3
3359, Sunny Chechi en Kanan matharam trailer kandavar like aadikeee.,3
3360, Enna parayan eneet ninnu thoyth povum,1
3361, mamooka mas alla marana mas aan,1
3362, Ippo ivide  vannu repeat adichu kanunnavarkku like cheyanulla sthalam,3
3363, views 462k hang aayo ennoru doubt,3
3364, Kanditt...climax pulimurugan effect pole anenn thonunn...kuttam parnaje alla friends...daddy girija und..pinne aa shots ellam pulimurugan trailerilum und..,4
3365, 8 mani onnu vagam ayal matiyarunnu. 🤩 #megastar,1
3366, 100 k likes in 2 hr,0
3367, Laletten fan anu pakshae trailer oru rakshayilla ikka look poli,1
3368, Direction kidu aanennu thonnanu      Mammootyude prithvidem star value kaaranam sradhikkappedukayum cheyyum,1
3369, Happy b day ikkaaaaurangathe ethinayi waiting arnu,1
3370, THE ONE AND ONLY  EVER KING IN HISTORY #MEGASTAR #MAMMOOTTY,0
3371, All the best mammukka from Karnataka fans,0
3372, Promising trailer Chummma aangu powlich adukki kaiyil koduthu Ikkkkaaaaa ente ponno ejjathi romanjam🤩,1
3373, Prthvinte oru level vech nokkyaa mikkavarum aaa daivathine thattiyath  laletan thanne aaakum,3
3374, Ikka ethu lookil vannalum polichadukkum,1
3375, Njn oru katta lalettan fan anu pakshe ithoru oru onanora item thaneyaa 🥰🥰katta waiting,1
3376, 2019 enik venam .ningal athenikku tharanam,3
3377, Ittymani kazhinjal pinne adutha padam Marakkar !! Like adiche,3
3378, 8 mani aaavaaan vendiiiii katta waiting,1
3379, Trailer kanunnathinumunpe aadyam dislike adichu. Trailer kand kazhinj like adichu. Kidu.. fdfs,1
3380, Mohanlal mamooty fan ullavar adik like,3
3381, Cheguthan vannu ! Ini 🤩🤘 Rajayude oozham !  #Lalettan  #Mammooka    B I G • M's,1
3382, Eth kandapoll SLR gun manasilayavar PUBG kalyikkunavar ayirikkum,3
3383, Ith verum trailer ini padam muzhuvan undaa vilayaattam,3
3384, Uyir aanu ikka.Lokathile yettavum sundharanaaya muthachan,1
3385, Paket lengkap.. di tunggu sub back nya ya bro.. salam permanen,0
3386, ithu polikkum  rajuvetta tnx alot,1
3387, Padam vere level akum enn urappullavar ivde common,1
3388, pakka realistic filim aanenn thonunnavar like adikkooooo,3
3389, Ikka vera level... ithu 500 cr kerum100%sure,1
3390, nte ponnoooo .... <3 oru rakshayum illaa ..... <3,1
3391, Lalettan Rajuettan Telugu Fans Like Adi,3
3392, Katta mamooka fans hit like,3
3393, Aarelum sradhicho lalettante cheruppam kaanikkunna sceneil 1.39 aaa kutty tholum cherichulla aaa nilppu.. rajuvettan's perfection...,3
3394, Aa sound keetitt romancham vannavar ethra perundd ivide..,1
3395, 1st day Pokum enn orapullevar mathram LIKE,3
3396, 14 minute  65 k like  Ith polikkum,1
3397, Uff  VERE LEVEL MASS Trailer  Otta Peru mammookka  Mamangam,1
3398, Ravananaya avane nerku neridan orru mahavadharam vendi varum,3
3399, any Suriya fans Kerala ...... best wish Suriya fan Tamil Nanu,0
3400, mammukka fanzz  ividea vannu like Adikkdaa,1
3401, L'  nu shesham pradhiksha koodathe erikkumo 'L' alettaaa...,1
3402, Mammukka ye kandathinu shesham veendum onnu aadyam thottu kandu nokki.. Athil aara mammokka enu ariyan?! 🤣,3
3403, Trailer kandit poliyan ann chnce... Bt nalla visuals pradheekshikunnu,4
3404, Pulimurugande cheriyoru copy aarkengilum feel aayo?,4
3405, Mammootty nalla cinemakal vittu pinnem mass floppukalilekku pokanallo! Mayiru....,2
3406, Ithokke kandit engane dislike adikan thonnunadeeyy,2
3407, ijjathi moonjiya makeup ikka... shokam aaki kalanju,2
3408, Superb trailer from d boss fans karnataka,0
3409, film kandathin sheshavum trailer veendum veendum kanunnu ..hangover,1
3410, Ikkka romajam ikkka uyir poli ennni 21 kannnam,1
3411, Solid commercial entertainer :) gr8 cuts :),0
3412, orupad padikal. fight  tvm model school.enaganum ano,3
3413, Ella recordum theerkaan kazhiyatte ennaasamsikunnu...Enkil maathre e record marakaar release aavumbo thiruthaan saadhikku,1
3414, Ikka fans ivide onnu ujala mukkiyek,3
3415, Glass kondum mass kanichilea pwoli odiyan,1
3416, feel good kand maduthavarkkaayitha ichayante  mass masala padam,1
3417, Le abhram khureshi: Ith enne aanu enne thannannu enne mathramanu,3
3418, Muslim ingale mittey oru vere vigaram vecha poley undalo,3
3419, I'm from Hyderabad,0
3420, I am a mammootty fan...but ithu kand ende romam eznettu ninnu...superr lalatta and rajuettan,1
3421, Sunny chechi poli vaakki onnum enikk parayan illa teaseril kaanichilla traileril kaanichond sandoshaayi... #sunnyleone,1
3422, Ikkaaaaa waiting for 12th April,0
3423, Mammooty fans,2
3424, Best actor pole mattoru kidu  movie  akate ee best singer..,1
3425, Lalettan  nthaaa lukkkk Lalettan fans like me,3
3426, Lalettan ishtam ഇത് 6 million cross cheyyum ennu urappullavarkk like adikkam,3
3427, FDFS locked ...     Ikka uyir ...,1
3428, Olakel varapicha oru avataram annu namuda chank mamangam,3
3429, I like mohanlal sirrr love from tamilnaduu,0
3430, Naan thala kidayaathu thala arukkuravan ejjathi dialogue,3
3431, Raja pillerum irangan pogua ini idiyude adiyude pooramanu .,3
3432, Vishayam trailer onnum parayaan illa.... Lub u ettaaa,1
3433, Lucifer vere level anu makkale vegam poi kanubroos...,1
3434, Kiduveeee....kidilosky. .onnum parayanilla...adipwoli Hollywood touch...bgm ente ponnoooo...ikka fans vann pwolikkada,1
3435, Oooooooothaaaaaaaaaa devudiya mayangala youtupe ponanle indha devudiya paiya trailer thaaa varuthu kandaraoli mavanugala,0
3436, Veendum slow motion kanichu alukale vadiyakkan ethittundu,2
3437, Hahaha...🤣🤣🤣Siricchu satthu....Sugar koodi Poyi mone... Pakka Flop....,2
3438, Usmaane odikkodaaaa dhende theeyum pokayum parrappichondu oru kooottam baranu,3
3439, Adipoli mass padam aarikkum. Ikkede alle padam,1
3440, Oru ikka fan aaya enne vare eattan fan aakkiya movie,1
3441, njanaru..malapuram karana..ivde arum ingane sasarikarilla..mapila aya ingane sasarikavoo ennu priya darshanodu ara paranjadu...🤣,3
3442, super filim thanks rajuvetta lalettan thakarthu,1
3443, Cinema kandit vanavar like! Climax,3
3444, Teaser double strong ayappo trailer sarikkum triblestring ayi....,1
3445, Character poster kandu rajuvettan undo nokkan vannavar ethra perund🧐,3
3446, Ee nadante aaradhagan aan enn thala uyrthi thnne prym Ella kalathum........... proud to be a mammukaa fan,1
3447, After Pulimurugan Biggest Blockbuster ku Waitiing For Tn Fans,0
3448, Unnni mukundante padamenn paranj arenkilum vanno makkale,3
3449, trailer thudangunnathinu mumbu nnallathavanam annu aagrahichavar like adikku!!!!!!,3
3450, Lucifer mass dialogues Ellam onnu comment cheyammo,3
3451, Ithupole ishtappettittilla mattorale en Happy birthday pinnokka,1
3452, 192k views and 196k likes masmarikam,1
3453, Super film adipoli njhan theatre povaan vaashi pidicha supermfilm ishtappettavarkk like,1
3454, 7 minutes 147k views  37k like......,0
3455, Pappanum shameerum eee varavil ichiri serious anu,4
3456, that dialogue at 1:03 ..... goosebumbsss.... laleettaaaaaa,1
3457, madhura Raja 150 Cr urappicho..  Urappullorkk Like adiykkaaam,3
3458, nirthathan samayamaii mammmokkka  prayam kurey ayyi,2
3459, Sathyam paranja alamb trailer ayind......,2
3460, Uffff  Ussar look mammookka,1
3461, Singa thalaivaa recordukal ini rajaku swontham...,1
3462, Soubin നെ ishtappedunnavar like അടിച്ചു pottikk...,3
3463, Enne polle 12 vattathille kuduthalle kandavarre arune,1
3464, Eeeswara njn mAthraano edakedak vann nokane,3
3465, Adipoli   പടം #ഒടിയൻ Istam,1
3466, avasanathe aa idi yente ikka polichu  Love you ikka,1
3467, Madhu Raj kathiyyum abhram anu powli,4
3468, Maduraraja trailer erangiyapo  veendum kaanan  vannavar undel evide likiko,3
3469, ente ponno trailer kanditt padam oru 5 manikoor ulla poole,2
3470, Movie hit akum enn urappulavar hit like,3
3471, Madura raja  vere level padam annu,1
3472, Ekka polichu monaa  megastar kiii jaiiii,1
3473, Ethu pollickum 2 days kondu 1 millon pulimuragan 3 days edathu 1 million adikkan  Ekka da,1
3474, Ini idikkano sire vnda urutta,3
3475, Moving to 700K views & 50K Likes,3
3476, L A L E T T A N   RAJUVETTA making oru raksha illya... Can't Wait......!!!!!!!!!!!!!!!!!!,1
3477, Ekkkaaaaa .... Kaathirunath veruthe aayillaaa ... Heavy item .. Ekka fans hit the button ..,1
3478, mammokka kidukkum .. katta waiting,1
3479, New 100cr malayalam move. Ikka massss,1
3480, It is a Malayalam movie?..! Upper bahubali ..no more words mammokka,0
3481, Ikka vere level Mass bgm pwli  Ikka mwth,1
3482, E teammil ulla arke  phone number kittuvo,3
3483, THE FACE OF INDIAN CINEMA Megastar Mammooka,0
3484, Nte ikkaa ethu kandittum kandittum mathiyavunnilllaaaaaa Polichu ikkkaaaaaaaaaaaa,1
3485, Love mohanlal from andhra mb fans,0
3486, Ambujakshante kadha..... Pora.... Lucifer trailer kandapol kittuna oru punch illa...  ennirunalum ikkayude padavum nalla reethiyil vijayikate.. Ennu,4
3487, Ikka ingale nammude chunkane........Love You Ikkkaaa,1
3488, prachitehlan uffff.......................songil kandu kaliyakkiyavarkokke yulla marupadiyayirikkunnu ee trailer,3
3489, Avasanam Romante oru Superman punch,1
3490, Evide mamookka yude fans undo undankil like adi,3
3491, Lalettan polichu kidilam I am waiting  all lalettan fans,1
3492, HI FRIENDS. PLEASE SUBSCRIBE AND SUPPORT MY NEW CHANNEL PROMOTING ONLY LALETTAN VIDEOS .,0
3493, Rajuvettan mass ...lalettan kola mass  Ndhaa parayaa lleaa njan onnoode kandechum varaam....,1
3494, Veré level,1
3495, RAJA SOLLARUTHAN SAEVA . SAIYARATHU MATTUM THAN SOLLVAAA🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,0
3496, Ettan fan aaanu but nallathu kandal nallathanu ennu thanne parayum.....ikka mass aaayittund ....ithu pwolikkum,1
3497, njan oru ikka fanannengilum lalettan onnam polikatte,1
3498, Madhuraraj teaser kidu Lucifer kandittu venam feedback tharannnnn vegam kothupikkathe iduvvo,1
3499, lalettan faana big fan ennalum ikkanem ishtaa we r waitting,1
3500, Eth nammuk ikka fansinu oru pwoli pwolikkanam....,1
3501, #1 ON TRENDING  2M + Views  177k likes  One name Megastar Mammootty,0
3502, Guest role anenkillum mammooka poliyannu,1
3503, Like adichoo makkkallle trailer ore *pwoli*,3
3504, Happy birthday mammokka  Trailer kidu padam thakarkkum,1
3505, Angane malayalikal vishuvinu padakkam pottikkan pokuva,3
3506, Facebook trailer kandu youtube trailer kandavar like here,3
3507, Urutaam enna dialogue parayenda tone sheriyalla. Athava Namak avane urutaam oru funny dialogue.,4
3508, 5 pravishyathil kooduthal thavana video kandavar like adi,3
3509, Bilal John kurishingal nte Eratta sahodhran,3
3510, Lalettan itra look il ee aduthengum kanditilla,1
3511, 0:49 il varunna acress ine ethoo cinema yil kanda orma.. ethayirunnu?🤔,3
3512, Nammade trailer iniyum reach aakaan undu. Maximum time kanuka. Maximum iniyum Share cheyyuka,3
3513, Crossed neeralee viewers within 1 day,3
3514, Cmnt idan vannathaaa 385 aayi appazhekkum,3
3515, 1:00 kuttiye freezer pootiyittirikunnu ennu thonunu,3
3516, Mammmukkkkaa pwoly ! Bike stunt isto undegil vaa makkkle nammle chanlot !,1
3517, Ettan mass anneee.....Nala orginal paka mass,1
3518, Ayyyooo ika ithil gust roll aanooo,3
3519, ADDICTED .SMASHING REPLY BUTTON NOW :),0
3520, Vineeth ettan produce cheyyunna   film vere enth nokana,1
3521, Evide Lucifer  nte trailer rocord nte aduthu polum kandilla,3
3522, Oru Pulimurugan chaya kachal idaku ille ennu doubt illathe illa🤔,4
3523, Sudappikal kuttathode vannu thalli thalli thurimezhugunundallloooo,2
3524, I am Srilanka. Love lalu ....,0
3525, Marana maaas ....I am waiting for odiyan,1
3526, Rajuvettan pwolichu .. ini abhinayikkan time illathavuo,4
3527, Maranamass  lalettan kasari ini March 28 vare waitchayyanamallo,1
3528, Onte oru ikkayum kunjikayum muttamurianss of the country,2
3529, Padam flop aakumenn  thoonunnavarkk like adikkanulla sthalam..,3
3530, I like u sir u my Ysr,0
3531, Super movie.. undayum illa oru andiyum illa,3
3532, Ejjathi ..  Item.... Lalettanum fansum pwolikmmmmm,1
3533, Degrade cheyyunna narikale ningalku asuya Undo ulladukondavum dislike Pedichoo kurippeleee,2
3534, TamilNadu Megastar Fans Like Pannu,0
3535, Tgf,3
3536, Raja odiyante first day record thagarkum ennullavar like,3
3537, Hindukalaka ivan mahi ravanan islamil ivana ibilis yena parayum christanikalka idayil ivana oru pera oluu LUCIFER,3
3538, Super movie ella arum kananam   Suraj robo  combinations kalakki  Vathyasthamaya oru anubhavam,1
3539, 103k likes within 36 minutes Ufff pwoli lalettaaa...  Waiting #Mamookka_fan,1
3540, VAADA scene 1:51 veendum kaanaan vendi maathram vannavar oru like  adiche,3
3541, Padam kantavera onu like addiiiee aaa,3
3542, Puli murukan . Ithokke enth,4
3543, Hindukalk Ivan mahiravanan Islaminu Ivan ibilis ennu parayum Christianikalkidayil ivanu oru pere ullu LUCIFER... Goosebumps....,3
3544, kk anu   stunt #ptr ishtam ikka   stry,3
3545, Maranamass waiting April 12 Madhura raja day,0
3546, #Lucifer Cinema Kandittu Vannavar Arokkeyundu...Nice Movie  Claimax Vere Level,1
3547, Lucifer rajaudea appan ayyi varum ennu thoonunavar like adeee,3
3548, Dislike adikkan vanna aattan paansinu naduviral നമസ്കാരം,2
3549, Buildup mathrum avaruthu ... Padam super aya mathiyayirunnu..bros,4
3550, Oru reksheyum illa kandittu oru tamil padam feelings,1
3551, Njaan mammoka faan aayi... laletta aaa pazhashirajayum chathiyan chanduvum oke onnu poyi kaanu...,2
3552, Dislike count kootan budhimuttuna chila aalukal,2
3553, Trailer kandavar thanne veendum kure kande treding il nilanirthan sremikunnu..ennal views keyarunnum ella..etheppo madhuraraja kke kittiya views polum ella,3
3554, Last oru palli kaanikkunnille athu eetha place,3
3555, Waiting     8,0
3556, Rahumanaaa ne polikkadaaa... My dear class mate🥰,1
3557, Any Malayalam people like hit,0
3558, Superb movie,0
3559, Kalakki ithu box ofice aaghosham aayirikkum,1
3560, 0:15 sec..... Ho... Romanchification... Ikka pattu padi thimirkkum...,1
3561, Just 30 minutes 150 k viewers raja ezayalattupollumilla,3
3562, ee video onnu kandu support chaiuka,1
3563, Ente ponno ah sound🥰🥰 poli poli🤘,1
3564, Ambo ethele mamootede lookene vadakan veeraghadha poleyille,3
3565, Thirunathe vullym ninda jappan sema payangarama yosikiringa,0
3566, Chilapo Tovino nu Superstar Pathavi Nedi kodukaan pokunna chithram,1
